source_type,source_id,target_type,target_id,is_match,fg_legacy_name_match_score,fg_legacy_speciality_match
gpo,12860913,pm,1642842,False,79.39,0
gpo,12860913,pm,1642842,False,79.39,0
gpo,12897352,pm,2722328,True,83.54,0
gpo,12897352,pm,2722328,True,83.54,0
gpo,12897352,pm,2722328,True,83.54,0
gpo,9530997,pm,4242523,False,70.71,0
gpo,9530997,pm,4242523,False,70.71,0
gpo,9530997,pm,4242523,False,70.71,0
gpo,12956173,pm,67667,False,70.16,0
gpo,12956173,pm,67667,False,70.16,0
gpo,12956173,pm,67667,False,70.16,0
gpo,12597534,pm,2221279,False,76.98,2
gpo,12636034,pm,4183490,True,92.58,0
gpo,12636034,pm,4183490,True,92.58,0
gpo,12636034,pm,4183490,True,92.58,0
gpo,12674642,pm,3786209,False,67.02,0
gpo,12674642,pm,3786209,False,67.02,0
gpo,12674642,pm,3786209,False,67.02,0
gpo,9232137,pm,2641450,False,62.01,0
gpo,9232137,pm,2641450,False,62.01,0
gpo,12413088,pm,1271448,True,81.94,0
gpo,12413088,pm,1271448,True,81.94,0
gpo,12413088,pm,1271448,True,81.94,0
gpo,12417216,pm,328553,False,70.06,0
gpo,12577204,pm,5059087,False,72.17,0
gpo,12577204,pm,5059087,False,72.17,0
gpo,12577204,pm,5059087,False,72.17,0
gpo,12433909,pm,228238,True,82.01,0
gpo,12433909,pm,228238,True,82.01,0
gpo,12433909,pm,228238,True,82.01,0
gpo,12642372,pm,3043573,False,73.38,0
gpo,12642372,pm,3043573,False,73.38,0
gpo,12642372,pm,3043573,False,73.38,0
gpo,12514799,pm,1830290,False,71.43,0
gpo,12514799,pm,1830290,False,71.43,0
gpo,12537679,pm,4917907,False,70.94,0
gpo,12537679,pm,4917907,False,70.94,0
gpo,12871437,pm,1139063,False,70.35,0
gpo,12833611,pm,3850161,False,70.35,0
gpo,12833611,pm,3850161,False,70.35,0
gpo,12833611,pm,3850161,False,70.35,0
gpo,12729178,pm,2860471,False,73.94,0
gpo,12729178,pm,2860471,False,73.94,0
gpo,12625113,pm,881064,False,78.26,0
gpo,12351759,pm,4073106,False,76.28,0
gpo,12351759,pm,4073106,False,76.28,0
gpo,12351759,pm,4073106,False,76.28,0
gpo,12800416,pm,936125,False,77.15,0
gpo,12536852,pm,695337,False,70.16,0
gpo,12536852,pm,695337,False,70.16,0
gpo,12536852,pm,695337,False,70.16,0
gpo,12786645,pm,981136,False,60.66,0
gpo,12786645,pm,981136,False,60.66,0
gpo,12786645,pm,981136,False,60.66,0
gpo,12600420,pm,4954903,True,82.5,0
gpo,12808398,pm,280180,False,61.26,0
gpo,12808398,pm,280180,False,60.85,0
gpo,12808398,pm,280180,False,60.85,0
gpo,9527301,pm,3094621,True,88.07,0
gpo,9527817,pm,1673093,False,66.28,0
gpo,9527817,pm,1673093,False,66.08,0
gpo,9527817,pm,1673093,False,66.28,0
gpo,12524538,pm,794626,False,72.52,0
gpo,12405916,pm,1890742,False,70.06,0
gpo,9289038,pm,4959363,True,81.81,0
gpo,9289038,pm,4959363,True,81.81,0
gpo,9289038,pm,4959363,True,82.0,0
gpo,12646505,pm,1974151,False,76.28,0
gpo,12646505,pm,1974151,False,76.28,0
gpo,12646505,pm,1974151,False,76.28,0
gpo,9321755,pm,3307977,False,73.17,0
gpo,9321755,pm,3307977,False,73.17,0
gpo,9321755,pm,3307977,False,73.17,0
gpo,12645628,pm,3585910,False,73.79,0
gpo,12718293,pm,594491,False,65.23,0
gpo,12718293,pm,594491,False,65.23,0
gpo,12718293,pm,594491,False,65.23,0
gpo,12420322,pm,2384252,False,70.35,0
gpo,12420322,pm,2384252,False,70.35,0
gpo,12420322,pm,2384252,False,70.35,0
gpo,12485358,pm,926694,False,75.15,0
gpo,12485358,pm,926694,False,75.15,0
gpo,12485358,pm,926694,False,75.15,0
gpo,12738631,pm,4157015,False,76.98,0
gpo,12738631,pm,4157015,False,76.98,0
gpo,12738631,pm,4157015,False,76.98,0
gpo,12406818,pm,1133063,False,75.91,0
gpo,12406818,pm,1133063,False,75.91,0
gpo,12406818,pm,1133063,False,75.91,0
gpo,12587202,pm,490897,False,70.41,0
gpo,12587202,pm,490897,False,70.41,0
gpo,12587202,pm,490897,False,70.41,0
gpo,12542595,pm,990567,False,76.6,0
gpo,12857489,pm,1854960,True,83.85,0
gpo,12857489,pm,1854960,True,83.85,0
gpo,12857489,pm,1854960,True,83.85,0
gpo,12900182,pm,2667163,False,76.98,0
gpo,12900182,pm,2667163,False,76.98,0
gpo,12900182,pm,2667163,False,76.98,0
gpo,12520665,pm,4991482,False,61.1,0
gpo,12520665,pm,4991482,False,61.1,0
gpo,12520665,pm,4991482,False,61.1,0
gpo,12496606,pm,4198325,True,81.54,0
gpo,12517657,pm,2653038,False,72.06,0
gpo,12869299,pm,928049,False,71.91,0
gpo,12869299,pm,928049,False,71.91,0
gpo,12869299,pm,928049,False,71.91,0
gpo,12476210,pm,3979489,False,75.0,0
gpo,12392804,pm,747932,False,79.28,0
gpo,12392804,pm,747932,False,79.28,0
gpo,12392804,pm,747932,False,79.28,0
gpo,12372314,pm,1468010,False,77.82,0
gpo,12372314,pm,1468010,False,77.82,0
gpo,12953736,pm,1165842,False,72.6,0
gpo,12953736,pm,1165842,False,72.2,0
gpo,12953736,pm,1165842,False,72.2,0
gpo,12728661,pm,2530973,False,69.61,0
gpo,12728661,pm,2530973,False,69.61,0
gpo,12728661,pm,2530973,False,69.61,0
gpo,12805217,pm,4217395,True,92.92,0
gpo,12848341,pm,2937013,False,75.38,0
gpo,12854059,pm,3708380,False,65.5,0
gpo,12854059,pm,3708380,False,65.5,0
gpo,12854059,pm,3708380,False,65.5,0
gpo,12683510,pm,589399,False,71.61,0
gpo,12534690,pm,375303,False,71.0,0
gpo,12534690,pm,375303,False,71.0,0
gpo,12534690,pm,375303,False,71.0,0
gpo,12621848,pm,179392,True,82.81,0
gpo,12621848,pm,179392,True,82.81,0
gpo,12621848,pm,179392,True,82.81,0
gpo,12393585,pm,1597512,True,81.75,0
gpo,12791546,pm,1273864,False,70.16,2
gpo,12791546,pm,1273864,False,70.16,2
gpo,12791546,pm,1273864,False,70.16,2
gpo,12515736,pm,1636892,False,54.66,0
gpo,12515736,pm,1636892,False,54.27,0
gpo,12515736,pm,1636892,False,54.27,0
gpo,9418004,pm,4254011,True,92.86,1
gpo,9418004,pm,4254011,True,93.26,1
gpo,9418004,pm,4254011,True,92.86,1
gpo,12500243,pm,618065,False,72.73,0
gpo,12601715,pm,770509,True,83.34,0
gpo,12601715,pm,770509,True,83.34,0
gpo,12601715,pm,770509,True,83.34,0
gpo,12741052,pm,1052164,False,71.91,2
gpo,12742307,pm,3526563,False,75.0,0
gpo,12555023,pm,2778185,False,70.35,0
gpo,12449101,pm,3456150,False,70.06,0
gpo,12449101,pm,3456150,False,70.06,0
gpo,12449101,pm,3456150,False,70.06,0
gpo,12874684,pm,3041989,False,79.26,0
gpo,9525748,pm,2888638,False,71.71,0
gpo,9525748,pm,2888638,False,71.71,0
gpo,9525748,pm,2888638,False,71.71,0
gpo,12442086,pm,2254572,False,74.62,0
gpo,12442086,pm,2254572,False,74.62,0
gpo,12442086,pm,2254572,False,74.62,0
gpo,12380242,pm,4037248,True,84.31,0
gpo,12380242,pm,4037248,True,83.31,0
gpo,12380242,pm,4037248,True,83.31,0
gpo,12839445,pm,2494917,False,71.43,0
gpo,12839445,pm,2494917,False,71.43,0
gpo,12839445,pm,2494917,False,71.43,0
gpo,12531327,pm,2256451,False,72.97,0
gpo,12531327,pm,2256451,False,70.77,0
gpo,12531327,pm,2256451,False,70.77,0
gpo,9298752,pm,211182,False,63.39,0
gpo,9298752,pm,211182,False,63.39,0
gpo,9298752,pm,211182,False,63.39,0
gpo,12591232,pm,3455032,False,61.73,0
gpo,12591232,pm,3455032,False,61.73,0
gpo,12591232,pm,3455032,False,61.73,0
gpo,12543676,pm,4462312,False,73.99,0
gpo,12543676,pm,4462312,False,73.99,0
gpo,12543676,pm,4462312,False,73.99,0
gpo,12878904,pm,976144,False,67.78,0
gpo,12878904,pm,976144,False,67.57,0
gpo,12878904,pm,976144,False,67.57,0
gpo,12462616,pm,2420318,False,69.5,0
gpo,12462616,pm,2420318,False,69.5,0
gpo,12462616,pm,2420318,False,69.5,0
gpo,12386609,pm,810773,False,75.59,0
gpo,12582041,pm,1509227,False,73.03,0
gpo,12367822,pm,4031298,False,71.43,0
gpo,12562410,pm,4139092,False,70.35,0
gpo,12645097,pm,4196715,False,73.57,0
gpo,12645097,pm,4196715,False,73.57,0
gpo,12645097,pm,4196715,False,73.57,0
gpo,12817165,pm,215642,False,72.55,0
gpo,12817165,pm,215642,False,72.55,0
gpo,12692300,pm,25802,True,85.31,0
gpo,12692300,pm,25802,True,85.31,0
gpo,12692300,pm,25802,True,85.31,0
gpo,12513292,pm,3162665,False,67.08,0
gpo,12513292,pm,3162665,False,67.08,0
gpo,12513292,pm,3162665,False,67.08,0
gpo,12351449,pm,1012303,False,63.9,0
gpo,12351449,pm,1012303,False,63.9,0
gpo,12351449,pm,1012303,False,63.9,0
gpo,12805103,pm,3826824,False,77.46,0
gpo,12805103,pm,3826824,False,77.46,0
gpo,12805103,pm,3826824,False,77.46,0
gpo,12583297,pm,4105232,False,77.02,0
gpo,12583297,pm,4105232,False,77.02,0
gpo,12583297,pm,4105232,False,77.02,0
gpo,12624378,pm,1467410,True,85.93,0
gpo,12624378,pm,1467410,True,85.93,0
gpo,12568619,pm,5059124,False,70.71,0
gpo,12568619,pm,5059124,False,70.71,0
gpo,12568619,pm,5059124,False,70.71,0
gpo,12765674,pm,2675041,True,80.94,0
gpo,12765674,pm,2675041,True,80.94,0
gpo,12765674,pm,2675041,True,80.94,0
gpo,12575006,pm,2696097,False,68.85,0
gpo,12575006,pm,2696097,False,68.85,0
gpo,12575006,pm,2696097,False,68.85,0
gpo,12669904,pm,2621974,True,83.62,0
gpo,12669904,pm,2621974,True,83.62,0
gpo,12850987,pm,4130787,False,79.06,0
gpo,12850987,pm,4130787,False,79.06,0
gpo,12850987,pm,4130787,False,79.06,0
gpo,12465079,pm,223885,False,75.37,0
gpo,12465079,pm,223885,False,75.37,0
gpo,12465079,pm,223885,False,75.37,0
gpo,12563655,pm,1191855,True,87.45,0
gpo,12563655,pm,1191855,True,87.45,0
gpo,12563655,pm,1191855,True,87.45,0
gpo,12378774,pm,3964022,True,81.89,0
gpo,12378774,pm,3964022,True,81.89,0
gpo,12743975,pm,290868,False,75.59,0
gpo,12743975,pm,290868,False,75.59,0
gpo,12743975,pm,290868,False,75.59,0
gpo,12500507,pm,1095333,True,85.93,0
gpo,12500507,pm,1095333,True,85.93,0
gpo,12500507,pm,1095333,True,85.93,0
gpo,12779373,pm,3039349,True,83.62,0
gpo,12779373,pm,3039349,True,83.62,0
gpo,12510575,pm,2751776,False,77.02,0
gpo,12484193,pm,3052397,True,80.4,0
gpo,12484193,pm,3052397,True,80.4,0
gpo,12781810,pm,1245887,False,77.85,0
gpo,12676417,pm,4968847,False,78.68,0
gpo,12676417,pm,4968847,False,78.68,0
gpo,12676417,pm,4968847,False,78.68,0
gpo,12848053,pm,286688,False,78.88,0
gpo,12848053,pm,286688,False,78.88,0
gpo,12848053,pm,286688,False,78.88,0
gpo,12541655,pm,2948303,True,90.45,0
gpo,12541655,pm,2948303,True,90.45,0
gpo,12541655,pm,2948303,True,90.45,0
gpo,12452931,pm,4950218,False,70.71,0
gpo,12452931,pm,4950218,False,70.71,0
gpo,12452931,pm,4950218,False,70.71,0
gpo,12430767,pm,3633029,False,71.07,0
gpo,12600928,pm,2957371,True,84.87,0
gpo,12600928,pm,2957371,True,84.87,0
gpo,12600928,pm,2957371,True,84.87,0
gpo,12418069,pm,4914008,False,77.07,0
gpo,12418069,pm,4914008,False,77.07,0
gpo,12418069,pm,4914008,False,77.07,0
gpo,12378368,pm,2108605,False,66.67,0
gpo,12378368,pm,2108605,False,66.67,0
gpo,12858403,pm,2988219,False,77.02,0
gpo,12858403,pm,2988219,False,77.02,0
gpo,12858403,pm,2988219,False,77.02,0
gpo,12672474,pm,2781943,False,67.42,0
gpo,12672474,pm,2781943,False,67.42,0
gpo,12767899,pm,2785393,True,86.86,1
gpo,12767899,pm,2785393,True,86.86,1
gpo,12489813,pm,3294930,False,71.27,0
gpo,12489813,pm,3294930,False,71.27,0
gpo,12489813,pm,3294930,False,71.27,0
gpo,12632879,pm,827164,False,77.94,0
gpo,12632879,pm,827164,False,77.94,0
gpo,12632879,pm,827164,False,77.94,0
gpo,12630887,pm,1659232,True,81.48,0
gpo,12630887,pm,1659232,True,81.48,0
gpo,12630887,pm,1659232,True,81.48,0
gpo,12379107,pm,3422179,True,85.16,0
gpo,12597747,pm,2578932,True,84.87,0
gpo,12597747,pm,2578932,True,84.87,0
gpo,12597747,pm,2578932,True,84.87,0
gpo,12896648,pm,1698300,False,78.49,0
gpo,12896648,pm,1698300,False,78.49,0
gpo,12503508,pm,154427,True,81.22,0
gpo,12503508,pm,154427,True,81.22,0
gpo,12503508,pm,154427,True,81.22,0
gpo,12515708,pm,476640,True,83.62,1
gpo,12515708,pm,476640,True,83.62,1
gpo,12515708,pm,476640,True,83.62,1
gpo,12458605,pm,411250,True,83.91,0
gpo,12458605,pm,411250,True,83.91,0
gpo,12458605,pm,411250,True,83.91,0
gpo,12405823,pm,2900508,False,70.61,0
gpo,12405823,pm,2900508,False,70.81,0
gpo,12405823,pm,2900508,False,70.61,0
gpo,12603816,pm,167317,True,93.72,0
gpo,12686091,pm,5021953,False,74.68,0
gpo,12686091,pm,5021953,False,74.68,0
gpo,12686091,pm,5021953,False,74.68,0
gpo,12890366,pm,2600214,True,85.12,0
gpo,12814593,pm,2564935,False,73.03,0
gpo,12814593,pm,2564935,False,73.03,0
gpo,12814593,pm,2564935,False,73.03,0
gpo,12732295,pm,4566666,True,80.4,0
gpo,12741164,pm,2093345,False,71.27,0
gpo,12741164,pm,2093345,False,71.27,0
gpo,12419724,pm,65031,True,84.87,0
gpo,12419724,pm,65031,True,84.87,0
gpo,12419724,pm,65031,True,84.87,0
gpo,12565148,pm,2182721,True,82.54,0
gpo,12565148,pm,2182721,True,82.54,0
gpo,12579615,pm,1993707,True,85.37,0
gpo,12403215,pm,2802236,True,86.5,0
gpo,12748178,pm,2981131,False,77.94,0
gpo,12880495,pm,1857617,True,80.22,0
gpo,12880495,pm,1857617,True,80.22,0
gpo,12438396,pm,48826,True,80.4,0
gpo,12438396,pm,48826,True,80.4,0
gpo,12438396,pm,48826,True,80.4,0
gpo,12535681,pm,4493093,True,81.62,0
gpo,12535681,pm,4493093,True,81.62,0
gpo,12811909,pm,1006470,False,72.06,0
gpo,12811909,pm,1006470,False,72.06,0
gpo,12811909,pm,1006470,False,72.06,0
gpo,12352311,pm,2604552,False,69.03,0
gpo,12352311,pm,2604552,False,69.03,0
gpo,12352311,pm,2604552,False,69.03,0
gpo,12622014,pm,3512036,True,83.55,0
gpo,12622014,pm,3512036,True,83.55,0
gpo,12622014,pm,3512036,True,83.55,0
gpo,12524941,pm,4476993,True,84.87,0
gpo,12524941,pm,4476993,True,84.87,0
gpo,12524941,pm,4476993,True,84.87,0
gpo,12447254,pm,3187593,True,86.98,0
gpo,12447254,pm,3187593,True,86.98,0
gpo,12447254,pm,3187593,True,86.98,0
gpo,12576079,pm,2555639,False,73.68,0
gpo,12576079,pm,2555639,False,73.68,0
gpo,12576079,pm,2555639,False,73.47,0
gpo,12432645,pm,4478176,False,67.43,0
gpo,12432645,pm,4478176,False,67.43,0
gpo,12432645,pm,4478176,False,67.43,0
gpo,12883950,pm,2389554,True,84.92,1
gpo,12883950,pm,2389554,True,85.32,1
gpo,12883950,pm,2389554,True,85.32,1
gpo,12483419,pm,3857498,True,80.42,0
gpo,12901509,pm,3439954,False,70.13,0
gpo,12444788,pm,4469618,True,84.02,0
gpo,12444788,pm,4469618,True,84.02,0
gpo,12444788,pm,4469618,True,84.02,0
gpo,12399644,pm,4453110,False,78.28,0
gpo,12399644,pm,4453110,False,78.28,0
gpo,12399644,pm,4453110,False,78.28,0
gpo,12836829,pm,2552203,True,92.34,0
gpo,12836829,pm,2552203,True,92.34,0
gpo,12836829,pm,2552203,True,92.34,0
gpo,12615826,pm,4492730,True,80.69,0
gpo,12478934,pm,3655069,False,77.58,0
gpo,12478934,pm,3655069,False,77.18,0
gpo,12478934,pm,3655069,False,77.58,0
gpo,12860755,pm,1099148,False,73.62,0
gpo,12860755,pm,1099148,False,73.62,0
gpo,12860755,pm,1099148,False,73.62,0
gpo,12796862,pm,4488052,False,78.47,0
gpo,12796862,pm,4488052,False,78.47,0
gpo,12796862,pm,4488052,False,78.47,0
gpo,12367129,pm,2694965,True,87.08,0
gpo,12451980,pm,4836652,False,71.43,0
gpo,12451980,pm,4836652,False,71.43,0
gpo,12451980,pm,4836652,False,71.43,0
gpo,12758383,pm,4492991,False,63.51,0
gpo,12758383,pm,4492991,False,63.51,0
gpo,12758383,pm,4492991,False,63.51,0
gpo,12863960,pm,1350908,True,86.3,0
gpo,12863960,pm,1350908,True,86.3,0
gpo,12515926,pm,75650,True,80.4,0
gpo,12515926,pm,75650,True,80.4,0
gpo,12515926,pm,75650,True,80.4,0
gpo,12878616,pm,1003381,False,71.28,0
gpo,12878616,pm,1003381,False,70.88,0
gpo,12878616,pm,1003381,False,71.28,0
gpo,12742405,pm,2210610,True,83.6,0
gpo,12394315,pm,857809,False,77.22,0
gpo,12394315,pm,857809,False,76.81,0
gpo,12394315,pm,857809,False,76.81,0
gpo,12838132,pm,1627433,True,80.4,0
gpo,12838132,pm,1627433,True,80.4,0
gpo,12838132,pm,1627433,True,80.4,0
gpo,12593301,pm,3005393,False,79.77,0
gpo,12593301,pm,3005393,False,79.77,0
gpo,12593301,pm,3005393,False,79.77,0
gpo,12445092,pm,1863413,False,71.15,0
gpo,12445092,pm,1863413,False,71.15,0
gpo,12841622,pm,4037525,False,73.79,0
gpo,12841622,pm,4037525,False,73.79,0
gpo,12841622,pm,4037525,False,73.79,0
gpo,12555830,pm,1396014,True,88.28,0
gpo,12742064,pm,377599,True,81.27,0
gpo,12755478,pm,948211,True,80.75,0
gpo,12745289,pm,1978995,True,82.16,0
gpo,12745289,pm,1978995,True,82.16,0
gpo,12745289,pm,1978995,True,82.16,0
gpo,12465938,pm,2701605,True,83.6,0
gpo,12465938,pm,2701605,True,83.6,0
gpo,12465938,pm,2701605,True,83.6,0
gpo,12797225,pm,4035638,False,78.02,0
gpo,1849640,pm,4837660,True,100.0,0
gpo,1812230,pm,234031,True,100.0,0
gpo,1855487,pm,1557204,True,100.0,0
gpo,1822696,pm,4467792,True,100.0,0
gpo,1891713,pm,4052890,True,100.0,0
gpo,1863976,pm,3080203,True,100.0,0
gpo,1828008,pm,5095330,True,100.0,2
gpo,1875175,pm,4721601,True,100.0,0
gpo,1869581,pm,2471932,True,100.0,0
gpo,1893321,pm,851782,True,100.0,0
gpo,1839705,pm,3462032,True,100.0,0
gpo,1824344,pm,3273501,True,100.0,0
gpo,1843579,pm,5026702,True,100.0,0
gpo,1847427,pm,5009731,True,100.0,0
gpo,1824014,pm,2731312,True,100.0,0
gpo,1851105,pm,3307296,True,100.0,0
gpo,1870390,pm,2849365,True,100.0,0
gpo,1889255,pm,645720,True,100.0,0
gpo,1871901,pm,2267525,True,100.0,0
gpo,1877931,pm,4610525,True,100.0,0
gpo,1832159,pm,4830142,True,100.0,0
gpo,1817467,pm,2450386,True,100.0,0
gpo,1881985,pm,1609219,True,100.0,0
gpo,1871532,pm,4221563,True,100.0,1
gpo,1830451,pm,2459575,True,100.0,1
gpo,1832159,pm,948095,True,100.0,0
gpo,1820711,pm,3395504,True,100.0,0
gpo,1883398,pm,2514431,True,100.0,0
gpo,1828907,pm,4615588,True,100.0,0
gpo,1856349,pm,4488194,True,100.0,0
gpo,1877323,pm,4999612,True,100.0,0
gpo,1801566,pm,693398,True,100.0,0
gpo,1822696,pm,4721562,True,100.0,0
gpo,1887464,pm,3830588,True,100.0,0
gpo,12594401,pm,3190110,False,79.95,0
gpo,12594401,pm,3190110,False,79.95,0
gpo,12594401,pm,3190110,False,79.95,0
gpo,12474448,pm,3767483,True,82.5,0
gpo,12474448,pm,3767483,True,82.5,0
gpo,12474448,pm,3767483,True,82.5,0
gpo,12580271,pm,3785562,False,72.73,0
gpo,12580281,pm,1128399,False,77.46,0
gpo,12596072,pm,1072003,False,71.27,0
gpo,12635109,pm,1214461,False,70.16,0
gpo,12637803,pm,81249,True,80.44,0
gpo,12637803,pm,81249,True,80.44,0
gpo,12637803,pm,81249,True,80.44,0
gpo,12895131,pm,474886,False,78.33,0
gpo,12895131,pm,474886,False,78.33,0
gpo,12895131,pm,474886,False,78.33,0
gpo,9415430,pm,3174034,False,76.97,0
gpo,9415430,pm,3174034,False,76.97,0
gpo,9415430,pm,3174034,False,76.97,0
gpo,12373475,pm,3037906,False,73.38,0
gpo,12373475,pm,3037906,False,73.38,0
gpo,12373475,pm,3037906,False,73.38,0
gpo,12783645,pm,896776,False,79.81,0
gpo,12783645,pm,896776,False,79.81,0
gpo,12783645,pm,896776,False,79.81,0
gpo,12370650,pm,3529540,False,78.28,0
gpo,12370650,pm,3529540,False,78.28,0
gpo,12370650,pm,3529540,False,78.28,0
gpo,12659933,pm,1875346,False,71.44,0
gpo,12659933,pm,1875346,False,71.44,0
gpo,12659933,pm,1875346,False,71.44,0
gpo,12792384,pm,273179,True,86.26,0
gpo,12435778,pm,3533270,False,76.16,0
gpo,12497290,pm,989687,False,78.47,0
gpo,12497290,pm,989687,False,78.47,0
gpo,12497290,pm,989687,False,74.54,0
gpo,12559164,pm,4870346,False,74.07,0
gpo,12412464,pm,4246739,False,73.03,0
gpo,12412464,pm,4246739,False,73.03,0
gpo,12412464,pm,4246739,False,73.03,0
gpo,12662523,pm,74502,False,72.52,0
gpo,12792305,pm,1056138,False,76.28,0
gpo,12792305,pm,1056138,False,76.28,0
gpo,12792305,pm,1056138,False,76.28,0
gpo,12497985,pm,4222706,True,80.4,0
gpo,12458233,pm,2472545,False,70.35,0
gpo,9229806,pm,3991185,False,70.0,0
gpo,9229806,pm,3991185,False,70.0,0
gpo,12674278,pm,121465,False,78.57,0
gpo,12674278,pm,121465,False,78.57,0
gpo,12674278,pm,121465,False,78.57,0
gpo,12638108,pm,3420051,False,70.71,0
gpo,12871186,pm,254630,True,80.56,0
gpo,12871186,pm,254630,True,80.56,0
gpo,12871186,pm,254630,True,80.56,0
gpo,12390556,pm,903674,False,70.71,0
gpo,12390556,pm,903674,False,70.71,0
gpo,12367345,pm,3167810,False,61.73,0
gpo,12367345,pm,3167810,False,61.73,0
gpo,12367345,pm,3167810,False,61.73,0
gpo,12753647,pm,2590274,False,76.28,0
gpo,12753647,pm,2590274,False,76.28,0
gpo,12753647,pm,2590274,False,76.28,0
gpo,12382270,pm,986988,False,74.62,0
gpo,12382270,pm,986988,False,74.62,0
gpo,12382270,pm,986988,False,74.62,0
gpo,12567485,pm,1525424,False,75.59,0
gpo,12525378,pm,1299718,False,70.06,0
gpo,12589413,pm,3338329,False,70.03,0
gpo,12589413,pm,3338329,False,70.43,0
gpo,12589413,pm,3338329,False,70.43,0
gpo,12529875,pm,2259398,False,70.35,0
gpo,12773671,pm,876782,False,74.12,0
gpo,12821037,pm,677596,False,71.71,0
gpo,12898921,pm,2104285,False,73.03,0
gpo,9392408,pm,3317494,False,71.73,0
gpo,9392408,pm,3317494,False,71.73,0
gpo,12620015,pm,97106,False,73.79,0
gpo,12561931,pm,3284169,False,62.26,0
gpo,12830822,pm,2004489,False,75.0,0
gpo,12830822,pm,2004489,False,75.0,0
gpo,12830822,pm,2004489,False,75.0,0
gpo,12660589,pm,325989,False,64.72,0
gpo,12660589,pm,325989,False,64.72,0
gpo,12660589,pm,325989,False,64.72,0
gpo,12596335,pm,2652427,False,74.62,0
gpo,12597748,pm,2835638,True,83.05,0
gpo,12620265,pm,1908561,False,71.27,0
gpo,12620265,pm,1908561,False,71.27,0
gpo,12620265,pm,1908561,False,71.27,0
gpo,9232907,pm,2619185,False,62.55,0
gpo,9232907,pm,2619185,False,62.55,0
gpo,9232907,pm,2619185,False,62.55,0
gpo,12493529,pm,4087514,False,68.31,0
gpo,12654596,pm,3140552,True,82.28,0
gpo,12654596,pm,3140552,True,82.28,0
gpo,12654596,pm,3140552,True,82.28,0
gpo,12538408,pm,3438086,False,72.73,0
gpo,9332878,pm,3758415,False,79.81,0
gpo,9332878,pm,3758415,False,79.81,0
gpo,9332878,pm,3758415,False,79.81,0
gpo,12667857,pm,4225822,False,70.06,0
gpo,12883732,pm,3815738,False,63.64,0
gpo,12883732,pm,3815738,False,63.64,0
gpo,12883732,pm,3815738,False,63.64,0
gpo,12879669,pm,853870,False,71.51,0
gpo,12795772,pm,3409157,False,76.27,0
gpo,12795772,pm,3409157,False,76.27,0
